player_name,country,teams_played_in,kd_ratio,rating,total_kills,headshot_percentage
stfN,Germany,['ALTERNATE aTTaX'],1.06,1.03,24872,46.5
Spargo,Finland,"['KOVA', 'hREDS']",1.05,1.03,8165,32.9
RCF,Brazil,"['Sharks', 'Yeah', 'High Coast']",1.05,1.03,11965,43.3
kressy,Germany,"['ALTERNATE aTTaX', 'Sprout', 'EURONICS']",1.06,1.03,20337,47.9
Patitek,Poland,"['Izako Boars', 'x-kom', 'VenatoreS']",1.03,1.03,7153,51.6
shuadapai,China,"['5POWER', 'Eclipse']",1.05,1.03,9880,52.4
aizy,Denmark,"['North', 'Dignitas', 'FaZe']",1.04,1.03,28807,50.4
cxzi,United States,"['Triumph', 'Strife']",1.01,1.03,7988,37.9
FrostMisty,Indonesia,"['Recca', 'nxl']",1.07,1.03,6710,41.8
fl0m,United States,['Mythic'],1.06,1.03,12087,29.8
RIKO,United States,"['Monstars', 'Denial']",1.02,1.03,7573,52.7
Forester,Russia,"['Entropiq', 'DreamEaters', 'Hard Legion']",1.05,1.03,21565,53.8
dennis,Sweden,"['Apeks', 'fnatic', 'NIP', 'GamerLegion']",1.04,1.03,29842,54.4
food,United States,"['eUnited', 'Singularity', 'Freedom 35']",1.05,1.03,8248,50.2
FaNg,Canada,['Extra Salt'],1.05,1.03,11628,56
flamie,Russia,['Natus Vincere'],1.05,1.03,29497,54.5
Patsi,Russia,"['Spirit', 'Espada', 'Spirit Academy']",1.03,1.03,9244,45.1
glowiing,Russia,"['1WIN', 'Trident', 'Cyber Legacy']",1.02,1.03,9120,55.4
pashaBiceps,Poland,"['Virtus.pro', 'ESC']",1.04,1.02,29501,37.3
hoody,Finland,['HAVU'],1.04,1.02,10871,49.6
CyberFocus,Belarus,"['Nemiga', 'K29', 'Rebels', 'Empire']",1.04,1.02,9080,29.7
Maluk3,Brazil,['TeamOne'],1.07,1.02,18315,29.2
kai,Brazil,"['Bravos', 'C4', 'RED Canids']",1.05,1.02,8814,35.3
Krad,Russia,"['Entropiq', 'DreamEaters', 'Hard Legion']",1.03,1.02,21101,48.7
sLowi,Finland,['HAVU'],1.04,1.02,20905,51.6
HexT,Canada,"['Carpe Diem', 'RBG']",1.04,1.02,8686,50.2
smiley,Kazakhstan,"['Unique', '100PG', 'Se7en']",1.08,1.02,8764,28.8
niko,Denmark,"['OG', 'Heroic', 'OpTic']",1.05,1.02,22111,49.4
AMANEK,France,"['G2', 'LDLC', 'Misfits']",1.07,1.02,18691,45.2
dragonfly,Denmark,['Fragsters'],1.06,1.02,9094,25.1
szejn,Poland,"['MOUZ NXT', 'Izako Boars']",1.03,1.02,9375,51.7
kolor,Hungary,"['Budapest Five', 'GameAgents', 'EURONICS']",1.03,1.02,10220,27.7
JDC,Germany,"['MOUZ NXT', 'expert', 'Unicorns of Love', 'PANTHERS']",1.04,1.02,8625,51.4
NBK-,France,"['Envy', 'G2', 'Vitality', 'OG', 'VeryGames']",1.04,1.02,37151,53.7
DeStiNy,Brazil,"['Luminosity', 'Paquetá', 'INTZ', 'Wild']",1.02,1.02,19569,50.8
jdm64,United States,"['Liquid', 'CLG', 'Envy']",1.06,1.02,14626,23.6
HS,Estonia,"['Nordavind', 'PENTA']",1.02,1.02,20155,49.3
bondik,Ukraine,"['HellRaisers', 'FlipSid3', 'Winstrike']",1.06,1.02,26353,47.7
MonttY,Slovakia,"['eXtatus', 'eSuba']",1.04,1.02,9507,46.6
mouz,Poland,"['Kinguin', 'Illuminar']",1.06,1.02,31019,50.2
FANAT ROCKA,Russia,"['Unique', 'Quantum Bellator Fire', 'Space Jam']",1.06,1.02,8262,27.1
disco doplan,Sweden,"['GODSENT', 'Epsilon', 'Galaxy Racer', 'Red Reserve']",1.05,1.02,22193,43.9
Tuurtle,Brazil,"['MIBR', 'DETONA', 'Bravos', 'C4']",1.04,1.02,13040,54.9
Nico,Denmark,"['Dignitas', 'CPH Wolves', 'Western Wolves']",1.09,1.02,6738,26
NENO,North Macedonia,"['Binary Dragons', 'Valiance']",1.06,1.02,11634,42.4
qqGOD,Thailand,"['Signature', 'Beyond', 'Lucid Dream']",1.03,1.02,10674,40.9
Plopski,Sweden,"['NIP', 'x6tence Galaxy', 'Singularity']",1.05,1.02,18315,41.6
Xyp9x,Denmark,"['Astralis', 'TSM']",1.08,1.02,33274,41.6
MoeycQ,Australia,"['Immunity', 'Chiefs', 'Ground Zero', 'AVANT']",1.04,1.02,11650,36.9
Spongey,United States,"['Bad News Bears', 'Triumph', 'The Quest']",1.08,1.02,13495,50.7
v1c7oR,Bulgaria,"['Windigo', 'E-frag.net', 'Fiend']",1.04,1.02,33791,46.3
apEX,France,"['Vitality', 'Envy', 'G2', 'Titan']",1.02,1.02,36577,51.8
spaze,Russia,"['PiTER', 'Gambit', 'EPG']",1.01,1.02,10281,52
Goofy,Poland,"['Wisla Krakow', 'PACT', 'x-kom']",1.02,1.02,21027,41.2
b0denmaster,Sweden,"['ATK', 'Lilmix']",1.05,1.02,8954,33.7
mar,Bulgaria,"['FATE', 'Finest']",1.03,1.02,13419,48.5
Ace,United States,"['Rise Nation', 'eUnited']",1.08,1.02,7922,31.4
Markoś,Poland,"['AVEZ', 'Wisla Krakow']",1.07,1.02,12079,29.6
dimasick,Kazakhstan,"['AVANGAR', 'pro100']",1.04,1.02,10747,49.1
yel,Brazil,"['Luminosity', 'INTZ', 'MIBR']",1.07,1.02,16210,29.8
iDk,Brazil,"['TeamOne', 'Paquetá', 'Yeah']",1.04,1.02,15092,47
queztone,Slovakia,['eXtatus'],1.02,1.02,13135,44.7
ROBO,Belarus,['Nemiga'],1.05,1.02,12328,45.6
steel,Canada,"['Chaos', 'Ghost', 'Torqued']",1.02,1.02,11498,45.7
TENZKI,Denmark,"['Nordavind', 'Dignitas']",1.05,1.02,26979,52.9
fr0slev,Denmark,"['AGF', 'Fragsters']",1.04,1.02,11143,48
LETN1,Serbia,"['Valiance', 'Binary Dragons', 'iNation', 'CR4ZY']",1.06,1.02,19347,49.6
fox,Portugal,"['Giants', 'k1ck', 'Kinguin', 'OFFSET']",1.03,1.02,19440,32
n0thing,United States,"['Cloud9', 'Complexity']",1.03,1.02,14720,52.6
SKYTTEN,Sweden,"['Orbit', 'LGB']",1.05,1.02,7087,45.2
roseau,Indonesia,"['Recca', 'nxl']",1.02,1.02,7419,40.4
roca,United States,"['Splyce', 'Echo Fox', 'Complexity', 'ELEVATE']",1.02,1.02,12336,51.4
flickz,Australia,"['Chiefs', 'Athletico', 'Dark Sided']",1.05,1.02,7976,48.3
xCeeD,United States,"['The Quest', 'Triumph', 'SoaR']",1.02,1.02,7858,44.1
Jyo,Estonia,['Nemiga'],1.05,1.01,21200,40.7
chrisJ,Netherlands,['MOUZ'],1.04,1.01,31011,41.5
aproto,United States,"['CLG Academy', 'Vision', 'BlackOut']",1.01,1.01,7153,57.8
Nodios,Denmark,"['Copenhagen Flames', 'x6tence']",1.04,1.01,13132,53.9
bedonka,Australia,"['Paradox', 'SYF']",1.02,1.01,6857,53.7
es3tag,Denmark,"['Heroic', 'Tricked']",1.03,1.01,23231,35.6
Voltage,United States,"['The Quest', 'Triumph', 'SoaR', 'Dignitas']",1.08,1.01,7099,28.5
delboNi,Brazil,"['Imperial', 'Case', 'Yeah']",1.03,1.01,9153,44.8
Kylar,Poland,"['AVEZ', 'Anonymo']",1.03,1.01,10655,58.9
byali,Poland,"['Virtus.pro', 'AVEZ']",1.04,1.01,33745,51.6
GruBy,Poland,"['AGO', 'AGG']",1.03,1.01,30241,42.5
Zyphon,Denmark,['Copenhagen Flames'],1.04,1.01,7365,51.3
PlesseN,Sweden,"['Galaxy Racer', 'Chaos', 'Japaleno', 'Red Reserve', 'fnatic Academy']",1.01,1.01,23886,54.5
desi,United States,"['Winterfox', 'Complexity', 'SKDC']",1.01,1.01,7826,51.5
arT,Brazil,['FURIA'],1.01,1.01,17866,34.4
b0RUP,Denmark,"['Tricked', 'Heroic', 'MAD Lions']",1.02,1.01,25466,63.8
HUGHMUNGUS,Australia,"['Chiefs', 'Legacy', 'Genuine', 'Funky Monkeys']",1.04,1.01,13159,50.7
tatazin,Brazil,"['paiN', 'Wild', 'Yeah', 'BigGods']",1.08,1.01,12958,46.3
Swisher,United States,"['Bad News Bears', 'Yeah']",1.02,1.01,10359,47.5
Maikelele,Sweden,"['NoChance', 'GODSENT']",1.05,1.01,18850,37
Lekr0,Sweden,"['Dignitas', 'NIP', 'fnatic', 'GODSENT']",1.03,1.01,24036,51.5
mitch,United States,"['Selfless', 'Bad News Bears', 'Dignitas', 'Riot Squad']",1.05,1.01,14179,44.4
shokz,Estonia,"['Finest', 'Movistar Riders']",1.03,1.01,10960,53.8
hampus,Sweden,"['NIP', 'GamerLegion', 'Red Reserve', 'GODSENT']",1.01,1.01,25171,40.5
Noobster,Australia,"['Ground Zero', 'Paradox', 'SYF']",1.02,1.01,8741,34.5
Viva,China,"['Invictus', '5POWER', 'CyberZen']",1.05,1.01,10605,46
ap0c,Australia,"['Looking For Org', 'AVANT', 'Tainted Minds', 'Chiefs']",1.02,1.01,16396,50.8
jedqr,Poland,"['Wisla Krakow', 'x-kom']",1.04,1.01,15083,53.5
obj,Portugal,"['OFFSET', 'eXploit', 'Giants', 'AlienTech']",1.06,1.01,7278,31.6
1962,Argentina,"['Isurus', 'Leviatan']",1,1.01,10539,53.8
spyleadeR,Bulgaria,"['E-frag.net', 'MK', 'GPlay']",1.01,1.01,16849,42.3
SHOCK,Czech Republic,['SINNERS'],1.03,1.01,12110,55.5
kreaz,Sweden,"['Finest', 'Apeks', 'Epsilon']",1.04,1.01,12487,47.3
EasTor,Spain,"['Movistar Riders', 'OFFSET']",1.04,1.01,8883,28.3
mirbit,Germany,"['ALTERNATE aTTaX', 'EURONICS', 'Sprout', 'Nordavind']",1.06,1.01,15351,44
stadodo,Portugal,"['SAW', 'OFFSET']",1.04,1.01,13406,40.4
Friis,Denmark,"['SK', 'fnatic', 'Heroic', 'Tricked']",1.05,1.01,16356,26.3
grux,Sweden,"['Savage', 'Red Reserve', 'SMASH']",1.03,1.01,9112,67.1
dazzLe,United States,"['eUnited', 'Rise Nation', 'New Identity']",1,1.01,12753,42
ayaya,China,"['Eclipse', 'Born Of Fire', 'Flash', 'AllGamers']",1.01,1.01,8333,40.3
reatz,Poland,"['PRIDE', 'Illuminar', 'Kinguin']",1.03,1.01,27899,51.5
Stewie2K,United States,"['Cloud9', 'Liquid']",1.01,1.01,27664,49.4
kalinka,Lithuania,"['HellRaisers', 'Playing Ducks']",1.01,1.01,16112,52.8
Jinxx,Australia,"['Genuine', 'Taboo', 'Chiefs']",1.04,1.01,7054,52.7
to1nou,Belgium,"['LDLC', 'LDLC White']",1.04,1.01,15196,30.5
siuhy,Poland,"['MOUZ NXT', 'Izako Boars']",1,1.01,8914,53.3
DickStacy,Australia,"['Grayhound', 'Dark Sided']",1.03,1.01,10534,48.9
jR,Ukraine,"['Vega Squadron', 'HellRaisers']",1.04,1.01,16101,34
DESPE,Turkey,['Space Soldiers'],1.04,1.01,8068,29.8
kioShiMa,France,"['Envy', 'Heretics', 'FaZe']",1.05,1.01,26259,51.3
zqkS,Brazil,"['Imperial', 'Yeah', 'Keyd']",1.06,1.01,12827,28.8
speed4k,Russia,"['DreamEaters', 'Nemiga']",1.04,1.01,13678,39.2
FugLy,United States,"['NRG', 'Liquid', 'Envy']",1.03,1.01,18921,43.4
emagine,Australia,"['ORDER', 'Kings', 'Winterfox', 'Immunity']",1.04,1.01,12837,45.9
Polt,Russia,"['1WIN', 'Unique']",1.05,1.01,9270,49.2
Nifty,United States,"['Renegades', 'Envy', 'Selfless']",1.02,1.01,15336,36.3
Tsogoo,Mongolia,"['TheMongolz', 'Mazaalai']",1.02,1,8486,52.9
MINISE,Poland,"['PACT', 'PRIDE', 'Kinguin']",1.02,1,34615,39.7
waterfaLLZ,Russia,"['Quantum Bellator Fire', 'PiTER', 'AVE', 'EPG']",1.02,1,16371,27.1
pounh,Lithuania,"['Playing Ducks', 'Imperial', '1337HUANIA']",1.01,1,7289,49.5
Zero,Slovakia,"['GamerLegion', 'HellRaisers']",1.04,1,19051,49.1
innocent,Poland,"['Anonymo', 'Illuminar', 'CSGL']",1.02,1,31986,45.9
Relyks,United States,"['eUnited', 'Enemy', 'Selfless', 'New Identity']",1.01,1,14589,48.8
fenvicious,Russia,"['Unique', 'Spirit Academy', 'EPG']",1.01,1,13225,52.7
nitr0,United States,['Liquid'],1.03,1,24080,44.4
glace,Denmark,"['North Academy', 'Tricked', 'Rogue', 'No Problem!']",1.04,1,10395,52.2
Oderus,United States,"['Spacestation', 'BlackOut', 'The Pioneers']",0.99,1,8738,34.3
1uke,Russia,"['Spirit Academy', 'HOLLYWOOD', 'PLINK']",1.02,1,11017,26.4
Edward,Ukraine,['Natus Vincere'],1.03,1,26683,51.1
leo_drk,Brazil,"['Sharks', '00NATION']",1,1,10622,51.6
R0b3n,Latvia,"['Unique', 'Space Jam', 'ex-ETHEREAL']",1.03,1,9427,49.8
dzt,Brazil,"['Imperial', 'Case', 'BigGods']",1.01,1,11985,46.4
SIXER,France,"['LDLC', 'Envy']",1.05,1,18826,39
ALLE,Brazil,"['Isurus', 'Liberty', 'Redemption POA', 'C4']",1.02,1,7396,49.5
Lack1,Kazakhstan,"['Entropiq', 'Winstrike']",1.01,1,16122,45.6
hazed,United States,"['CLG', 'Mythic']",0.99,1,13273,49.8
xiaosaGe,China,"['5POWER', 'Invictus', 'UYA']",1,1,15686,47.7
almazer,Russia,['forZe'],1.03,1,23468,51.9
kenzor,Ukraine,['pro100'],1.01,1,10785,54.8
Djoko,France,"['HEET', 'DBL PONEY']",1,1,8338,61.5
cbbk,Thailand,"['Lucid Dream', 'Beyond']",1.02,1,7029,51.2
KILLDREAM,Portugal,"['AlienTech', 'k1ck', 'Giants']",1,1,7851,44.2
Basso,Denmark,['Copenhagen Flames'],1.03,1,10081,53
RoLEX,Thailand,"['Signature', 'ZIGMA', 'Beyond', 'MiTH']",1,1,8834,51.2
SZPERO,Poland,"['Wisla Krakow', 'Kinguin', 'AGO']",1.02,1,36871,33.4
zeff,Korea,['MVP PK'],1.01,1,8381,42
cromen,Norway,['Nordavind'],1.01,1,11785,52.8
adreN,United States,"['Liquid', 'Mythic']",1.03,1,12259,35.3
supra,Estonia,"['Gambit Youngsters', 'Nordavind']",1.01,1,9463,57.9
MODDII,Sweden,"['Heroic', 'SK']",1.02,1,20574,52.4
mopoz,Spain,['Movistar Riders'],1,1,19981,51.6
void,Australia,"['Ground Zero', 'Dark Sided']",1.02,1,7854,40
pyth,Sweden,"['NIP', 'Vexed']",1,1,13677,56
mds,Belarus,['Nemiga'],1.02,1,19543,53.4
cam,United States,"['Singularity', 'Gorilla Gang', 'Chaos']",1.02,1,9454,50.8
freakazoid,United States,"['Swole Patrol', 'Cloud9', 'Echo Fox']",1,1,15788,46.8
xseveN,Finland,"['HAVU', 'ENCE', 'iGame.com', 'RCTIC']",1.02,1,22753,46.2
Jerry,Russia,['forZe'],1.01,1,28109,45.8
peet,Poland,"['AGG', 'Vexed', 'SEAL', 'eBettle']",1.01,1,6788,34
STYKO,Slovakia,"['HellRaisers', 'MOUZ', 'GODSENT']",1.02,1,26959,57.5
pecks,Australia,['Chiefs'],1.03,1,6620,45.9
ImpressioN,Singapore,"['NKT', 'BOOT-d[S]', 'BTRG', 'dream[S]cape']",1.01,1,11760,48.8
Noktse,Argentina,['Isurus'],1.02,1,13629,39.5
Liki,Australia,"['Looking For Org', 'Dire Wolves', 'Bizarre', 'Skyfire']",1.03,1,6475,43.4
truth,Norway,"['Apeks', 'ATK', 'Vexed']",1.01,1,8886,51.4
vice,United States,"['Rogue', 'Cloud9']",1.01,1,8668,49.4
Bååten,Sweden,"['x6tence Galaxy', 'Red Reserve', 'fnatic Academy', 'Chaos']",1,1,13293,56.5
notaN,Denmark,"['MASONIC', 'Singularity', 'OPAA', 'Alpha']",1.01,1,7494,49.3
reversive,Argentina,"['Leviatan', 'Isurus']",1.02,1,10800,43.6
Cabbi,Denmark,"['MASONIC', 'Lyngby Vikings', 'AGF']",0.98,1,8085,55.7
uli,Finland,['KOVA'],1.02,1,10203,48.7
VINI,Brazil,['FURIA'],1,1,16583,48.8
Vegi,Poland,"['Virtus.pro', 'PACT', 'Illuminar']",0.99,0.99,14720,47.5
freddieb,Sweden,"['Epsilon', 'GODSENT', 'Red Reserve']",1.01,0.99,20728,52.9
MUTiRiS,Portugal,"['SAW', 'k1ck', 'Giants']",1.01,0.99,21614,50.7
SEMPHIS,Canada,"['Splyce', 'TSM', 'Complexity']",1,0.99,15472,36.5
dephh,United Kingdom,['Complexity'],0.98,0.99,14252,47.6
DeathZz,Spain,['Movistar Riders'],1.02,0.99,8580,49.6
magixx,Russia,['Spirit'],1.03,0.99,10473,57.6
robiin,Sweden,"['Endpoint', 'DenDD']",1,0.99,27500,48
YDNA,Australia,"['Breakaway', 'Funky Monkeys', 'Dark Sided']",1.01,0.99,7636,38.9
gMd,Canada,"['Rogue', 'FRENCH CANADIANS', 'LiViD', 'Spacestation']",0.99,0.99,8389,53.5
ALEX,United Kingdom,"['fnatic', 'LDLC', 'Vitality']",0.98,0.99,21407,47.3
markeloff,Ukraine,"['FlipSid3', 'HellRaisers']",1.03,0.99,19780,41.6
xelos,Sweden,"['Lemondogs', 'Epsilon', 'AliGon']",1,0.99,7845,48.4
Puls3,United Kingdom,"['Endpoint', 'FMESPORTS']",1.01,0.99,7860,43.3
neptune,United States,"['Ghost', ""Bee's Money Crew"", 'Recon 5']",1,0.99,9091,55.4
rbz,Australia,"['Paradox', 'Corvidae']",1.01,0.99,11278,48.9
BENDJI,Sweden,"['Singularity', 'DenDD']",1.01,0.99,16055,32.5
dukefissura,Kazakhstan,"['Unique', '100PG']",0.98,0.99,7230,60.7
jaxi,Romania,['Nexus'],1.02,0.99,8103,40.5
BARBARR,Sweden,"['Epsilon', 'x6tence Galaxy', 'Singularity']",1,0.99,15776,42.7
kory,Hungary,"['Sangal', 'Budapest Five', 'Salamander']",0.99,0.99,8572,54.5
Dima,Russia,"['Spirit', 'Espada']",0.98,0.99,23782,52.5
JIaYm,Russia,"['HellRaisers', 'bankaPEPSI']",0.97,0.99,10080,52.5
bubble,Bulgaria,"['Windigo', 'E-frag.net', 'Fiend']",1.02,0.99,37971,41.4
ANGE1,Ukraine,['HellRaisers'],0.98,0.99,31392,51.3
kaboose,United States,"['Selfless', 'Vision']",0.97,0.99,10006,54.9
facecrack,Russia,"['forZe', 'PiTER']",0.98,0.99,31273,48.4
Drone,United States,"['Splyce', 'Envy']",0.98,0.99,8164,61.8
JACKZ,France,"['G2', 'EnVyUs Academy', '3DMAX']",0.99,0.99,18860,58.4
krii,Latvia,"['EPG', 'Wolsung']",1,0.99,7051,49
k1to,Germany,"['BIG', 'ALTERNATE aTTaX', 'Sprout']",0.98,0.99,22039,57.9
sXe,Romania,"['Nexus', 'XPC']",0.99,0.99,9901,42.9
Dosia,Russia,"['Gambit', 'HellRaisers']",1.01,0.99,25227,48.1
morelz,Poland,"['PRIDE', 'Virtus.pro']",0.99,0.99,19525,46.8
realziN,Brazil,"['W7M', 'Sharks', 'FURIA Academy']",1.01,0.99,9393,49.8
vanity,United States,"['Chaos', 'eUnited', 'Gorilla Gang']",1.01,0.99,10461,41.8
fitch,Kazakhstan,"['AVANGAR', 'Tengri', 'Gambit']",0.98,0.99,10410,52.6
larsen,Denmark,"['Tricked', 'Movistar Riders']",1.01,0.99,10553,30.1
gade,Denmark,"['North', 'North Academy', 'OpTic']",0.99,0.99,16756,53.6
SAGGERTON,Finland,"['iGame.com', 'RCTIC', 'LGR']",0.98,0.99,9723,42.6
rmn,Portugal,"['SAW', 'k1ck', 'Giants']",1,0.99,19488,54.3
jabbi,Denmark,"['Copenhagen Flames', 'Singularity']",1.01,0.99,13477,59.9
gla1ve,Denmark,"['Astralis', 'CPH Wolves']",1.01,0.99,28596,46.4
pesadelo,Brazil,"['TeamOne', 'RED Canids']",0.98,0.99,10344,44.4
Lukki,Denmark,"['Tricked', 'AGF', 'Singularity']",1,0.99,15622,51.2
AZR,Australia,"['Renegades', '100 Thieves', 'EXTREMUM']",0.99,0.99,19524,51.5
Daffu,Denmark,"['ECSTATIC', 'Lyngby Vikings', 'Copenhagen Flames']",1.01,0.99,11909,51.9
ryotzz,Brazil,['W7M'],0.98,0.99,7922,37.2
djay,Canada,"['Party Astronauts', 'New England Whalers']",0.99,0.99,14279,48.1
J1rah,Australia,"['ORDER', 'Breakaway']",1,0.99,13457,46.1
Jonji,Canada,"['Bad News Bears', 'Rise Nation', 'Chaos']",0.98,0.99,18738,40.8
Furlan,Poland,['AGO'],0.98,0.99,37359,53
DAVEY,Canada,"['Splyce', 'Mythic', 'Spacestation']",0.98,0.99,14126,41.3
WOOD7,Brazil,"['MIBR', 'Bravos', 'RED Canids']",1.04,0.98,9188,30.5
bodyy,France,"['G2', 'DBL PONEY', 'LDLC']",0.99,0.98,23116,56.2
stellar,United States,"['Party Astronauts', 'Vireo.pro', 'Divine', 'AA']",1,0.98,7396,45.7
Xizt,Sweden,"['NIP', 'fnatic']",1.02,0.98,28491,46.8
RUBINO,Norway,"['Dignitas', 'Nordavind', 'LGB']",0.99,0.98,17632,52.5
AdreN,Kazakhstan,"['Gambit', 'HellRaisers', 'K23']",0.99,0.98,31357,48.8
apocdud,Australia,"['VERTEX', 'Chiefs', 'Genuine']",1,0.98,12712,36.9
bew,United States,"['New England Whalers', 'High Coast', 'Yeah']",0.99,0.98,6854,50.7
ryann,United States,"['Singularity', 'Swole Patrol', 'Envy', 'Gorilla Gang']",0.98,0.98,12192,55.1
Zix,Bulgaria,['Bpro'],0.98,0.98,7076,54.4
NickelBack,Russia,"['Entropiq', 'pro100', 'Winstrike']",1,0.98,23867,39.8
DeadFox,Hungary,['HellRaisers'],1,0.98,13856,38.4
isak,Sweden,"['GamerLegion', 'Lilmix']",1,0.98,10279,49.9
NEKIZ,Brazil,"['paiN', 'Luminosity']",0.99,0.98,16791,48
Perfecto,Russia,"['Natus Vincere', 'Syman']",1.04,0.98,11255,46.7
zende,Sweden,"['DenDD', 'Property']",1,0.98,7064,47.7
bq,Sweden,['Lilmix'],0.97,0.98,7291,53.1
chop,United States,"['Carpe Diem', 'RBG', 'Kinship']",0.99,0.98,7451,52.6
raalz,Denmark,"['Sprout', 'Lyngby Vikings', 'Ambush']",0.99,0.98,15684,58.2
anger,United States,"['Mythic', 'Winterfox', 'Denial', 'Luminosity']",0.98,0.98,12065,50.9
Spiidi,Germany,"['Sprout', 'MOUZ']",1,0.98,34932,40.4
Llamas,Australia,"['Ground Zero', 'Breakaway', 'SYF']",1,0.98,7596,49.1
doto,Finland,"['HAVU', 'ENCE']",0.98,0.98,11512,54.8
tifa,Brazil,"['Imperial', 'BigGods', 'Keyd']",0.98,0.98,7090,45.7
sinnopsyy,Kosovo,"['BLINK', 'Secret']",0.96,0.98,11294,57.3
kwezz,Denmark,['Tricked'],0.99,0.98,10455,55.4
SHOOWTiME,Brazil,"['Luminosity', 'Imperial', 'Tempo Storm']",0.98,0.98,16940,45.4
Boombl4,Russia,"['Natus Vincere', 'Winstrike', 'Quantum Bellator Fire']",0.98,0.98,18991,41.6
BIT,Brazil,"['TeamOne', '9z', 'Não Tem Como']",1.01,0.98,12295,48.2
wiz,United States,"['Carpe Diem', 'RBG']",1.01,0.98,7991,28.7
syken,Germany,"['expert', 'EURONICS']",0.97,0.98,7450,57.8
Radifaction,Norway,"['Secret', 'Nordavind', 'NoChance', 'Apeks']",0.98,0.98,9133,49.9
jnt,Brazil,['Sharks'],1.01,0.98,10397,35.6
prt,Brazil,"['TeamOne', 'DETONA']",0.99,0.98,12697,53.3
niki1,Bulgaria,"['FATE', 'Bpro', 'Outlaws']",0.98,0.98,17850,48.8
BURNRUOk,Australia,"['Ground Zero', 'Grayhound', 'Immunity']",0.97,0.98,15228,50.7
Sergiz,Ukraine,"['CR4ZY', 'Project X', 'Akuma', 'Windigo Academy']",1.01,0.98,7819,52.1
DeStRoYeR,China,"['Invictus', 'EHOME', 'BOOT']",0.98,0.98,10479,42.2
PERCY,Denmark,"['Secret', 'Sprout', 'Tricked']",0.98,0.98,18369,58.5
Fadey,South Africa,"['ATK', 'Bravado']",0.96,0.97,11737,55
blocker,Bulgaria,"['Windigo', 'FATE', 'Bpro']",0.97,0.97,15729,49.3
RUSH,United States,"['Cloud9', 'Complexity', 'OpTic']",0.99,0.97,24435,47.3
SPELLAN,Bulgaria,"['SKADE', 'Outlaws', 'Windigo', 'Epsilon']",0.99,0.97,24610,39.6
RpK,France,"['Vitality', 'Envy', 'Titan', 'G2']",0.98,0.97,26056,50.7
ZEDKO,Czech Republic,"['SINNERS', 'eXtatus']",0.99,0.97,19114,52.5
mono,Poland,"['x-kom', 'Illuminar', 'Izako Boars']",1,0.97,11640,44.6
FinigaN,Russia,['Espada'],1.01,0.97,8523,50.5
Keoz,Belgium,"['Syman', 'LDLC', 'K23']",0.96,0.97,14589,54.8
leman,Poland,['AGO'],0.98,0.97,8483,51.4
jmqa,Russia,"['Quantum Bellator Fire', 'PiTER', 'EPG']",0.98,0.97,16152,51
Queenix,Denmark,"['MASONIC', 'x6tence', 'Copenhagen Flames', 'Singularity']",0.99,0.97,7553,56.4
propleh,Russia,"['1WIN', 'Monolith', 'Spartak']",0.99,0.97,6836,49.2
oskarish,Poland,"['x-kom', 'Illuminar', 'AGO']",0.98,0.97,17879,50.4
RuStY,Sweden,"['GamerLegion', 'Singularity', 'Red Reserve']",0.98,0.97,22965,53
Marek,Taiwan,"['EHOME', 'After']",0.98,0.97,6980,52
seb,United States,"['Ghost', 'New Identity', ""Bee's Money Crew""]",0.98,0.97,10456,45.5
kUcheR,Russia,"['HellRaisers', 'Virtus.pro']",0.99,0.97,14944,44
stk,Thailand,"['Beyond', 'Signature', 'Alpha Red']",0.98,0.97,10034,42
ELUSIVE,South Africa,['Bravado'],1.01,0.97,6410,43.9
ice,Kazakhstan,"['Unique', '100PG']",0.97,0.97,7708,58.1
SOKER,Spain,"['Movistar Riders', 'x6tence', 'k1ck']",0.96,0.97,11465,42.5
DEVIL,France,"['LDLC', 'Envy', 'LDLC White', '3DMAX']",0.97,0.97,11006,48.2
seized,Russia,['Natus Vincere'],0.98,0.97,26348,45.8
MAIROLLS,Thailand,"['Alpha Red', 'Beyond', 'NSPR']",0.98,0.97,8516,49.1
Drea3er,China,"['New4', 'FIVE', 'BTRG']",0.96,0.97,6976,53.9
PKL,Brazil,"['paiN', 'Luminosity', 'Wild']",0.98,0.97,19174,51.9
gabesson,Hungary,"['GameAgents', 'volgare']",0.97,0.97,7943,42.1
Sapec,Sweden,['Young Ninjas'],0.96,0.97,7729,52.7
Mayker,Australia,"['Genuine', 'Chiefs', 'Surge']",0.97,0.97,7380,49.1
TMB,Denmark,"['MAD Lions', 'AGF', 'Copenhagen Flames']",0.97,0.97,12110,47.3
The eLiVe,Slovakia,"['Enterprise', 'Universe']",0.98,0.97,8251,52.2
KHRN,Finland,"['SJ', 'HAVU']",0.98,0.97,15822,48
chopper,Russia,"['Spirit', 'Vega Squadron']",0.98,0.97,18598,57.4
Leaf,Thailand,"['Lucid Dream', 'Maple', 'Signature']",0.99,0.97,6618,44.2
starix,Ukraine,"['Natus Vincere', 'Spirit']",0.98,0.97,10761,47.6
reltuC,United States,['CLG'],1,0.97,14788,40.5
Surreal,United Kingdom,"['Endpoint', 'Epsilon', 'Complexity']",0.97,0.97,25891,43.6
Hyper,Poland,"['AGG', 'Vexed', 'Kinguin', 'Izako Boars']",0.99,0.96,11144,41.8
